"","District","Region","Subzone","Property Type","address","Ascendas_Building","lease","sqft","sqm","psf","lon","lat"
"853","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building","99-year Leasehold",2200,204,9.09,103.8513447,1.2844837
"854","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,1800,167,8.2,103.8513447,1.2844837
"855","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building","99-year Leasehold",1400,130,8.93,103.8513447,1.2844837
"856","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,3360,312,8.8,103.8513447,1.2844837
"857","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,4000,372,8,103.8513447,1.2844837
"858","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building","99-year Leasehold",4700,437,7,103.8513447,1.2844837
"859","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,1260,117,9,103.8513447,1.2844837
"860","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building","Unknown Tenure",4500,418,8,103.8513447,1.2844837
"861","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,5400,502,7.5,103.8513447,1.2844837
"862","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building","Freehold",3300,307,9.09,103.8513447,1.2844837
"863","D09","CENTRAL REGION","ISTANA NEGARA","Office","orchard road , singapore","Non-Ascendas Building",NA,3960,368,10.1,103.8380766,1.301674
"864","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,2700,251,10,103.8513447,1.2844837
"865","D02","CENTRAL REGION","CHINATOWN","Office","tanjong pagar , singapore","Non-Ascendas Building","99-year Leasehold",1300,121,8,103.8404472,1.2780299
"866","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,6300,585,7.5,103.8513447,1.2844837
"867","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,1770,164,8.47,103.8513447,1.2844837
"868","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,5400,502,5.74,103.8513447,1.2844837
"869","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,2400,223,9.3,103.8513447,1.2844837
"870","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,3500,325,10,103.8513447,1.2844837
"871","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,1000,93,9,103.8513447,1.2844837
"872","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,1300,121,7.2,103.8513447,1.2844837
"873","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building","Unknown Tenure",8300,771,8.7,103.8513447,1.2844837
"874","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building","Freehold",1560,145,9.29,103.8513447,1.2844837
"875","D02","CENTRAL REGION","CHINATOWN","Office","tanjong pagar , singapore","Non-Ascendas Building",NA,2500,232,8,103.8404472,1.2780299
"876","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building","99-year Leasehold",4400,409,9,103.8513447,1.2844837
"877","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,2100,195,9.8,103.8513447,1.2844837
"878","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building","999-year Leasehold",1600,149,9,103.8513447,1.2844837
"879","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,1100,102,12,103.8513447,1.2844837
"880","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,4200,390,8.8,103.8513447,1.2844837
"881","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,3600,334,9,103.8513447,1.2844837
"882","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building","999-year Leasehold",1500,139,9,103.8513447,1.2844837
"883","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,3200,297,7.5,103.8513447,1.2844837
"884","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,2200,204,8.5,103.8513447,1.2844837
"885","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building","99-year Leasehold",2600,242,8.8,103.8513447,1.2844837
"886","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,2400,223,9.5,103.8513447,1.2844837
"887","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,2600,242,7,103.8513447,1.2844837
"888","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,1870,174,7.5,103.8513447,1.2844837
"889","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,1000,93,8,103.8513447,1.2844837
"890","D02","CENTRAL REGION","CHINATOWN","Office","tanjong pagar , singapore","Non-Ascendas Building",NA,5700,530,6.67,103.8404472,1.2780299
"891","D01","CENTRAL REGION","RAFFLES PLACE","Office","raffles place , singapore","Non-Ascendas Building",NA,1400,130,8,103.8513447,1.2844837
"892","D02","CENTRAL REGION","CHINATOWN","Office","tanjong pagar , singapore","Non-Ascendas Building",NA,1300,121,6,103.8404472,1.2780299
"893","D07","CENTRAL REGION","VICTORIA","Office","bugis , singapore","Non-Ascendas Building",NA,2200,204,7,103.8548363,1.3006467
"894","D12","CENTRAL REGION","KALLANG BAHRU","Light Industrial","2 kallang avenue , singapore","Non-Ascendas Building","99-year Leasehold",936,87,3.04,103.8628386,1.312021
"895","D07","CENTRAL REGION","VICTORIA","Office","192 waterloo street , singapore","Non-Ascendas Building","Unknown Tenure",650,60,4.31,103.85317,1.301122
"896","D07","CENTRAL REGION","VICTORIA","Office","192 waterloo street , singapore","Non-Ascendas Building","Unknown Tenure",600,56,4.3,103.85317,1.301122
"897","D07","CENTRAL REGION","CITY HALL","Office","100 beach road , singapore","Non-Ascendas Building","99-year Leasehold",792,74,5,103.8568162,1.2965124
"898","D07","CENTRAL REGION","BUGIS","Office","420 north bridge road , singapore","Non-Ascendas Building","Unknown Tenure",990,92,5.56,103.8549477,1.297193
"899","D27","NORTH REGION","NORTHLAND","Light Industrial","1 yishun industrial street 1 , singapore","Non-Ascendas Building","60-year Leasehold",2000,186,3.38,103.8421412,1.436958
"900","D07","CENTRAL REGION","VICTORIA","Office","116 middle road , singapore","Non-Ascendas Building","99-year Leasehold",80,7,5.62,103.8535202,1.2992683
"901","D23","WEST REGION","BUKIT BATOK SOUTH","Light Industrial","2021 bukit batok street 23 , singapore","Non-Ascendas Building",NA,15100,1403,1.5,103.7536606,1.3418359
"902","D13","CENTRAL REGION","KALLANG WAY","Light Industrial","16 tannery lane , singapore","Non-Ascendas Building",NA,3020,281,2.62,103.8757511,1.3285204
"903","D13","CENTRAL REGION","KALLANG WAY","Factory / Workshop","80 genting lane , singapore","Non-Ascendas Building","Unknown Tenure",3369,313,1.66,103.8755699,1.3265456
"904","D23","WEST REGION","GOMBAK","Light Industrial","bukit batok , singapore","Non-Ascendas Building","Freehold",8345,775,1.6,103.7636796,1.3590288
"905","D20","NORTH-EAST REGION","CHONG BOON","Factory / Workshop","3 ang mo kio industrial park , singapore","Non-Ascendas Building",NA,650,60,2.46,103.8472062,1.3903537
"906","D02","CENTRAL REGION","TANJONG PAGAR","Office","70 shenton way , singapore","Non-Ascendas Building","99-year Leasehold",1033,96,6,103.846216,1.2739069
"907","D08","CENTRAL REGION","SUNGEI ROAD","Office","1 jalan berseh , singapore","Non-Ascendas Building","Unknown Tenure",915,85,3.51,103.8577625,1.3073721
"908","D13","CENTRAL REGION","KALLANG WAY","Light Industrial","16 tannery lane , singapore","Non-Ascendas Building",NA,2925,272,2.66,103.8757511,1.3285204
"909","D13","CENTRAL REGION","KALLANG WAY","Light Industrial","83 genting lane , singapore","Non-Ascendas Building",NA,1356,126,2.43,103.876455,1.326559
"910","D02","CENTRAL REGION","ANSON","Office","171 tras st , singapore","Non-Ascendas Building","Freehold",5000,465,3.8,103.8439529,1.2745039
"911","D15","CENTRAL REGION","MARINE PARADE","Office","1 marine parade central , singapore","Non-Ascendas Building","Unknown Tenure",1180,110,4.5,103.9061067,1.3018671
"912","D03","CENTRAL REGION","BUKIT MERAH","Light Industrial","1091 lower delta road , singapore","Non-Ascendas Building","Unknown Tenure",3200,297,2,103.8229029,1.2808182
"913","D03","CENTRAL REGION","ALEXANDRA HILL","Light Industrial","1002 jalan bukit merah , singapore","Non-Ascendas Building","Unknown Tenure",3363,312,1.9,103.8125244,1.2841805
"914","D12","CENTRAL REGION","BALESTIER","Light Industrial","12a jalan ampas , singapore","Non-Ascendas Building",NA,4855,451,1.4,103.8519853,1.3264993
"915","D01","CENTRAL REGION","CECIL","Office","101 cecil street , singapore","Non-Ascendas Building","999-year Leasehold",463,43,5.83,103.8495012,1.2811803
"916","D14","CENTRAL REGION","KAMPONG BUGIS","Office","geylang road , singapore","Non-Ascendas Building",NA,1184,110,2.62,103.8917746,1.3200544
"917","D14","CENTRAL REGION","KAMPONG UBI","Light Industrial","10 10 ubi crescent , singapore","Non-Ascendas Building","Unknown Tenure",160,15,6.88,103.896365,1.3264632
"918","D08","CENTRAL REGION","LITTLE INDIA","Office","jalan besar road , singapore","Non-Ascendas Building","Freehold",800,74,2.88,103.8573175,1.3085035
"919","D23","WEST REGION","BUKIT BATOK SOUTH","Light Industrial","2 2 bukit batok street 23 , singapore","Non-Ascendas Building","Freehold",2237,208,2.19,103.7533573,1.3439082
"920","D23","WEST REGION","BUKIT BATOK SOUTH","Light Industrial","2 2 bukit batok street 23 , singapore","Non-Ascendas Building","Freehold",2237,208,2.6,103.7533573,1.3439082
"921","D25","NORTH REGION","PANG SUA","Light Industrial","sungei kadut loop , singapore","Non-Ascendas Building","60-year Leasehold",14079,1308,1.4,103.7436097,1.4139013
"922","D12","CENTRAL REGION","KALLANG BAHRU","Light Industrial","114 lavender street , singapore","Non-Ascendas Building","99-year Leasehold",2218,206,2.98,103.8632329,1.3115994
"923","D12","CENTRAL REGION","KALLANG BAHRU","Light Industrial","114 lavender street , singapore","Non-Ascendas Building","99-year Leasehold",969,90,3.15,103.8632329,1.3115994
"924","D12","CENTRAL REGION","KALLANG BAHRU","Light Industrial","114 lavender street , singapore","Non-Ascendas Building","99-year Leasehold",1066,99,3.52,103.8632329,1.3115994
"925","D12","CENTRAL REGION","KALLANG BAHRU","Light Industrial","114 lavender street , singapore","Non-Ascendas Building","99-year Leasehold",958,89,2.92,103.8632329,1.3115994
"926","D12","CENTRAL REGION","KALLANG BAHRU","Light Industrial","114 lavender street , singapore","Non-Ascendas Building","99-year Leasehold",1109,103,2.98,103.8632329,1.3115994
"927","D12","CENTRAL REGION","KALLANG BAHRU","Light Industrial","30a kallang place , singapore","Non-Ascendas Building","Unknown Tenure",3000,279,4.2,103.8662833,1.3149281
"928","D12","CENTRAL REGION","KALLANG BAHRU","Light Industrial","30a kallang place , singapore","Non-Ascendas Building","Unknown Tenure",25295,2350,4.2,103.8662833,1.3149281
"929","D12","CENTRAL REGION","KALLANG BAHRU","Light Industrial","2 kallang avenue , singapore","Non-Ascendas Building","99-year Leasehold",1023,95,4.69,103.8628386,1.312021
"930","D14","CENTRAL REGION","ALJUNIED","Light Industrial","2 aljunied avenue 1 , singapore","Non-Ascendas Building",NA,36000,3344,2.61,103.8892036,1.319993
"931","D20","CENTRAL REGION","UPPER THOMSON","Light Industrial","38 sin ming lane , singapore","Non-Ascendas Building","60-year Leasehold",1496,139,2.14,103.833626,1.359973
"932","D27","NORTH REGION","NORTHLAND","Light Industrial","5 yishun industrial street 1 , singapore","Non-Ascendas Building","60-year Leasehold",1539,143,1.49,103.842877,1.4377587
"933","D14","EAST REGION","KAKI BUKIT","Factory / Workshop","60 kaki bukit place , singapore","Non-Ascendas Building","Unknown Tenure",2279,212,1.76,103.904849,1.3345233
"934","D27","NORTH REGION","NORTHLAND","Light Industrial","7 yishun industrial street 1 , singapore","Non-Ascendas Building","60-year Leasehold",1539,143,1.49,103.8432664,1.4375516
"935","D22","WEST REGION","TUAS BAY","Factory / Workshop","125 pioneer road , singapore","Non-Ascendas Building","60-year Leasehold",8000,743,1.75,103.6411789,1.327378
"936","D05","CENTRAL REGION","PASIR PANJANG 2","Office","456 alexandra road , singapore","Non-Ascendas Building","Unknown Tenure",24000,2230,5.2,103.8014338,1.2752179
"937","D05","CENTRAL REGION","PASIR PANJANG 2","Office","456 alexandra road , singapore","Non-Ascendas Building","Unknown Tenure",16000,1486,5.2,103.8014338,1.2752179
"938","D05","CENTRAL REGION","PASIR PANJANG 2","Office","456 alexandra road , singapore","Non-Ascendas Building","Unknown Tenure",3600,334,5.7,103.8014338,1.2752179
"939","D05","CENTRAL REGION","PASIR PANJANG 2","Office","456 alexandra road , singapore","Non-Ascendas Building","Unknown Tenure",4000,372,5.7,103.8014338,1.2752179
"940","D05","CENTRAL REGION","PASIR PANJANG 2","Office","456 alexandra road , singapore","Non-Ascendas Building","Unknown Tenure",8000,743,5.7,103.8014338,1.2752179
"941","D05","CENTRAL REGION","PASIR PANJANG 2","Office","456 alexandra road , singapore","Non-Ascendas Building","Unknown Tenure",2200,204,6.1,103.8014338,1.2752179
"942","D05","CENTRAL REGION","PASIR PANJANG 2","Office","456 alexandra road , singapore","Non-Ascendas Building","Unknown Tenure",1700,158,5.7,103.8014338,1.2752179
"943","D01","CENTRAL REGION","RAFFLES PLACE","Office","4 robinson road , singapore","Non-Ascendas Building",NA,3294,306,6.9,103.8509502,1.2823513
"944","D22","WEST REGION","INTERNATIONAL BUSINESS PARK","Business / Science Park","31 international business park , singapore","Ascendas Building","99-year Leasehold",47544,4417,3.68,103.7461138,1.3287101
"945","D01","CENTRAL REGION","RAFFLES PLACE","Office","1 raffles place , singapore","Non-Ascendas Building",NA,3500,325,9,103.8510616,1.284358
"946","D01","CENTRAL REGION","RAFFLES PLACE","Office","4 robinson road , singapore","Non-Ascendas Building",NA,3924,365,6.37,103.8509502,1.2823513
"947","D02","CENTRAL REGION","TANJONG PAGAR","Office","3 anson road , singapore","Non-Ascendas Building","99-year Leasehold",3500,325,8.14,103.8463986,1.2753676
"948","D20","CENTRAL REGION","UPPER THOMSON","Light Industrial","18 sin ming lane , singapore","Non-Ascendas Building","60-year Leasehold",1496,139,2.07,103.8340972,1.3586404
"949","D27","NORTH REGION","NORTHLAND","Factory / Workshop","11 yishun industrial street 1 , singapore","Non-Ascendas Building","60-year Leasehold",1539,143,1.43,103.8438026,1.4386743
"950","D14","CENTRAL REGION","KAMPONG UBI","Light Industrial","62 ubi road 1 , singapore","Non-Ascendas Building","60-year Leasehold",1023,95,2.25,103.892106,1.3322686
"951","D27","NORTH REGION","NORTHLAND","Factory / Workshop","11 yishun industrial street 1 , singapore","Non-Ascendas Building","60-year Leasehold",1539,143,1.56,103.8438026,1.4386743
"952","D27","NORTH REGION","NORTHLAND","Factory / Workshop","11 yishun industrial street 1 , singapore","Non-Ascendas Building","60-year Leasehold",1539,143,1.49,103.8438026,1.4386743
"953","D27","NORTH REGION","NORTHLAND","Factory / Workshop","11 yishun industrial street 1 , singapore","Non-Ascendas Building","60-year Leasehold",1539,143,1.49,103.8438026,1.4386743
"954","D27","NORTH REGION","NORTHLAND","Factory / Workshop","11 yishun industrial street 1 , singapore","Non-Ascendas Building","60-year Leasehold",3078,286,1.46,103.8438026,1.4386743
"955","D12","CENTRAL REGION","KALLANG BAHRU","Light Industrial","2 kallang avenue , singapore","Non-Ascendas Building","99-year Leasehold",1755,163,3.02,103.8628386,1.312021
"956","D26","NORTH-EAST REGION","TAGORE","Light Industrial","421 tagore industrial avenue , singapore","Non-Ascendas Building","Freehold",2700,251,1.48,103.8271508,1.384428
"957","D26","NORTH-EAST REGION","TAGORE","Light Industrial","9 tagore lane , singapore","Non-Ascendas Building","Freehold",3100,288,1.58,103.826064,1.3839947
"958","D26","NORTH-EAST REGION","TAGORE","Light Industrial","9 tagore lane , singapore","Non-Ascendas Building","Freehold",6400,595,1.56,103.826064,1.3839947
"959","D26","NORTH-EAST REGION","TAGORE","Light Industrial","421 tagore industrial avenue , singapore","Non-Ascendas Building","Freehold",5300,492,1.32,103.8271508,1.384428
"960","D26","NORTH-EAST REGION","TAGORE","Light Industrial","421 tagore industrial avenue , singapore","Non-Ascendas Building","Freehold",2799,260,1.25,103.8271508,1.384428
"961","D14","EAST REGION","KAKI BUKIT","Factory / Workshop","3 kaki bukit road 1 , singapore","Non-Ascendas Building",NA,2788,259,1.79,103.9013238,1.3345077
