District,Region,Subzone,Property Type,address,Ascendas_Building,lease,sqft,sqm,psf
D22,WEST REGION,JURONG GATEWAY,Office,2 venture drive,Non-Ascendas Building,99-year Leasehold ,300,28,5
D22,WEST REGION,JURONG GATEWAY,Office,2 venture drive,Non-Ascendas Building,99-year Leasehold ,441,41,3.63
D22,WEST REGION,JURONG GATEWAY,Office,2 venture drive,Non-Ascendas Building,99-year Leasehold ,700,65,4.29
D22,WEST REGION,JURONG GATEWAY,Office,2 venture drive,Non-Ascendas Building,99-year Leasehold ,764,71,3.14
D22,WEST REGION,JURONG GATEWAY,Office,2 venture drive,Non-Ascendas Building,99-year Leasehold ,517,48,3.09
D27,NORTH REGION,SENOKO WEST,Factory / Workshop,280 woodlands industrial park e5,Non-Ascendas Building,60-year Leasehold ,1906,177,1.52
D07,CENTRAL REGION,BENCOOLEN,Office,175 bencoolen street,Non-Ascendas Building,99-year Leasehold ,549,51,5.1
D14,CENTRAL REGION,KAMPONG UBI,Office,10 ubi crescent,Non-Ascendas Building,Unknown Tenure ,295,27,3.73
D14,EAST REGION,KAKI BUKIT,Office,61 kaki bukit avenue 1,Non-Ascendas Building,Unknown Tenure ,200,19,4
D14,EAST REGION,KAKI BUKIT,Office,61 kaki bukit avenue 1,Non-Ascendas Building,Unknown Tenure ,150,14,4.33
D07,CENTRAL REGION,CRAWFORD,Office,5001 beach road,Non-Ascendas Building,99-year Leasehold ,160,15,5.31
D07,CENTRAL REGION,CRAWFORD,Office,5001 beach road,Non-Ascendas Building,99-year Leasehold ,260,24,4.42
D14,EAST REGION,KAKI BUKIT,Office,61 kaki bukit avenue 1,Non-Ascendas Building,Unknown Tenure ,150,14,4.27
D14,EAST REGION,KAKI BUKIT,Factory / Workshop,61 kaki bukit avenue 1,Non-Ascendas Building,Unknown Tenure ,165,15,4.55
D14,EAST REGION,KAKI BUKIT,Office,61 kaki bukit avenue 1,Non-Ascendas Building,Unknown Tenure ,165,15,4.55
D07,CENTRAL REGION,CRAWFORD,Office,5001 beach road,Non-Ascendas Building,99-year Leasehold ,130,12,3.85
D07,CENTRAL REGION,CRAWFORD,Office,5001 beach road,Non-Ascendas Building,99-year Leasehold ,140,13,3.43
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,3d gambas crescent,Non-Ascendas Building,30-year Leasehold ,5404,502,1.6
D10,CENTRAL REGION,TANGLIN,Office,1 tanglin road,Non-Ascendas Building,30-year Leasehold ,823,76,7.7
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,3d gambas crescent,Non-Ascendas Building,30-year Leasehold ,1722,160,1.3
D22,WEST REGION,TUAS VIEW EXTENSION,Factory / Workshop,tuas south avenue 3,Non-Ascendas Building,30-year Leasehold ,6372,592,1.3
D14,CENTRAL REGION,ALJUNIED,Light Industrial,100 lorong 23 geylang,Non-Ascendas Building,,1539,143,2.66
D20,NORTH-EAST REGION,YIO CHU KANG,Light Industrial,3 ang mo kio street 62,Non-Ascendas Building,60-year Leasehold ,2153,200,2.69
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,85 genting lane,Non-Ascendas Building,,1300,121,1.68
D19,NORTH-EAST REGION,TAI SENG,Light Industrial,22 new industrial road,Non-Ascendas Building,Freehold ,1100,102,3.86
D22,WEST REGION,KIAN TECK,Factory / Workshop,5 soon lee street,Non-Ascendas Building,30-year Leasehold ,1001,93,2.2
D22,WEST REGION,TOH TUCK,Light Industrial,18 boon lay way,Non-Ascendas Building,Unknown Tenure ,1590,148,2.52
D15,CENTRAL REGION,MARINE PARADE,Office,46 east coast road,Non-Ascendas Building,Freehold ,1184,110,4.39
D15,CENTRAL REGION,MARINE PARADE,Office,46 east coast road,Non-Ascendas Building,Freehold ,1184,110,4.73
D07,CENTRAL REGION,BUGIS,Office,420 north bridge road,Non-Ascendas Building,Unknown Tenure ,603,56,4.9
D07,CENTRAL REGION,BUGIS,Office,420 north bridge road,Non-Ascendas Building,Unknown Tenure ,698,65,4.64
D01,CENTRAL REGION,CECIL,Office,101 cecil street,Non-Ascendas Building,999-year Leasehold ,1227,114,5.3
D07,CENTRAL REGION,BUGIS,Office,420 north bridge road,Non-Ascendas Building,Unknown Tenure ,205,19,5.5
D07,CENTRAL REGION,BUGIS,Office,420 north bridge road,Non-Ascendas Building,Unknown Tenure ,495,46,4.9
D07,CENTRAL REGION,BUGIS,Office,420 north bridge road,Non-Ascendas Building,Unknown Tenure ,258,24,5.8
D07,CENTRAL REGION,BUGIS,Office,420 north bridge road,Non-Ascendas Building,Unknown Tenure ,506,47,4.7
D07,CENTRAL REGION,BUGIS,Office,420 north bridge road,Non-Ascendas Building,Unknown Tenure ,280,26,5.5
D16,EAST REGION,XILIN,Factory / Workshop,11 changi south street,Non-Ascendas Building,,2100,195,2.31
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,41 kallang pudding road,Non-Ascendas Building,Freehold ,10000,929,2.5
D20,NORTH-EAST REGION,YIO CHU KANG,Light Industrial,3 ang mo kio street 62,Non-Ascendas Building,60-year Leasehold ,4306,400,3.02
D20,NORTH-EAST REGION,YIO CHU KANG,Light Industrial,3 ang mo kio street 62,Non-Ascendas Building,60-year Leasehold ,7912,735,2.02
D20,NORTH-EAST REGION,YIO CHU KANG,Light Industrial,3 ang mo kio street 62,Non-Ascendas Building,60-year Leasehold ,2153,200,3.02
D22,WEST REGION,JURONG GATEWAY,Office,2 venture drive,Non-Ascendas Building,99-year Leasehold ,517,48,5.03
D22,WEST REGION,JURONG GATEWAY,Office,2 venture drive,Non-Ascendas Building,99-year Leasehold ,7868,731,5.2
D22,WEST REGION,JURONG GATEWAY,Office,2 venture drive,Non-Ascendas Building,99-year Leasehold ,1034,96,6
D22,WEST REGION,JURONG GATEWAY,Office,2 venture drive,Non-Ascendas Building,,592,55,13.18
D22,WEST REGION,KIAN TECK,Factory / Workshop,5 soon lee street,Non-Ascendas Building,30-year Leasehold ,356,33,3.65
D22,WEST REGION,KIAN TECK,Factory / Workshop,5 soon lee street,Non-Ascendas Building,30-year Leasehold ,200,19,2.5
D22,WEST REGION,KIAN TECK,Factory / Workshop,5 soon lee street,Non-Ascendas Building,30-year Leasehold ,180,17,3.89
D02,CENTRAL REGION,CHINATOWN,Office,peck seah street,Non-Ascendas Building,,1500,139,3.33
D01,CENTRAL REGION,CLARKE QUAY,Office,8 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,1766,164,9.06
D01,CENTRAL REGION,CLARKE QUAY,Office,6 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,646,60,6.97
D01,CENTRAL REGION,CLARKE QUAY,Office,6 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,958,89,5.22
D01,CENTRAL REGION,CLARKE QUAY,Office,6 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,646,60,7.12
D01,CENTRAL REGION,CLARKE QUAY,Office,6 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,883,82,8.49
D01,CENTRAL REGION,CLARKE QUAY,Office,6 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,635,59,6.77
D01,CENTRAL REGION,CLARKE QUAY,Office,eu tong sen street,Non-Ascendas Building,99-year Leasehold ,646,60,7.12
D20,CENTRAL REGION,UPPER THOMSON,Light Industrial,18 sin ming lane,Non-Ascendas Building,60-year Leasehold ,1292,120,1.93
D11,CENTRAL REGION,BALESTIER,Office,1 thomson road,Non-Ascendas Building,,300,28,4.67
D18,EAST REGION,TAMPINES EAST,Office,201a tampines street 21,Non-Ascendas Building,99-year Leasehold ,900,84,3.17
D20,CENTRAL REGION,MARYMOUNT,Warehouse,40 jalan pemimpin,Non-Ascendas Building,Unknown Tenure ,2650,246,2.1
D20,CENTRAL REGION,MARYMOUNT,Warehouse,40 jalan pemimpin,Non-Ascendas Building,Unknown Tenure ,987,92,1.82
D20,CENTRAL REGION,MARYMOUNT,Warehouse,49 jalan pemimpin,Non-Ascendas Building,,2118,197,2.5
D20,CENTRAL REGION,MARYMOUNT,Light Industrial,49 jalan pemimpin,Non-Ascendas Building,,6500,604,1.8
D01,CENTRAL REGION,BOAT QUAY,Office,south bridge road,Non-Ascendas Building,,800,74,4.12
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,2 gambas crescent,Non-Ascendas Building,30-year Leasehold ,1636,152,1.1
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,2 gambas crescent,Non-Ascendas Building,30-year Leasehold ,2100,195,2
D22,WEST REGION,KIAN TECK,Factory / Workshop,7 soon lee street,Non-Ascendas Building,30-year Leasehold ,1733,161,1.44
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,2 gambas crescent,Non-Ascendas Building,30-year Leasehold ,1668,155,1.35
D26,NORTH-EAST REGION,TAGORE,Light Industrial,449 tagore avenue,Non-Ascendas Building,,1195,111,1.2
D14,EAST REGION,KAKI BUKIT,Light Industrial,1 kaki bukit road 1,Non-Ascendas Building,Unknown Tenure ,2164,201,3.19
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,2200,204,8.9
D01,CENTRAL REGION,CLARKE QUAY,Office,8 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,1668,155,9.2
D12,CENTRAL REGION,KIM KEAT,Office,kim keat ave,Non-Ascendas Building,,300,28,4
D05,WEST REGION,PANDAN,Factory / Workshop,196 pandan loop,Non-Ascendas Building,Unknown Tenure ,1367,127,1.68
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,47 kallang pudding road,Non-Ascendas Building,,947,88,2.22
D14,EAST REGION,KAKI BUKIT,Factory / Workshop,61 kaki bukit avenue 1,Non-Ascendas Building,Unknown Tenure ,2809,261,1.56
D22,WEST REGION,JURONG GATEWAY,Office,2 venture drive,Non-Ascendas Building,99-year Leasehold ,764,71,3.66
D14,EAST REGION,KAKI BUKIT,Factory / Workshop,10 kaki bukit road 2,Non-Ascendas Building,30-year Leasehold ,2562,238,2.03
D06,CENTRAL REGION,CITY HALL,Office,111 north bridge road,Non-Ascendas Building,999-year Leasehold ,50,5,9
D22,WEST REGION,TUAS VIEW,Light Industrial,1 tuas south avenue 6,Non-Ascendas Building,60-year Leasehold ,3067,285,0.65
D07,CENTRAL REGION,CITY HALL,Office,beach,Non-Ascendas Building,,2059,191,7.15
D20,CENTRAL REGION,MARYMOUNT,Warehouse,40 jalan pemimpin,Non-Ascendas Building,Unknown Tenure ,6700,622,1.54
D26,NORTH-EAST REGION,TAGORE,Light Industrial,81 tagore lane,Non-Ascendas Building,Freehold ,8180,760,2.32
D26,NORTH-EAST REGION,TAGORE,Light Industrial,9 tagore lane,Non-Ascendas Building,Freehold ,4865,452,1.4
D22,WEST REGION,TUAS VIEW,Factory / Workshop,27 tuas bay walk,Non-Ascendas Building,30-year Leasehold ,3725,346,2.01
D22,WEST REGION,WENYA,Factory / Workshop,8 bulim avenue,Non-Ascendas Building,60-year Leasehold ,60000,5574,2.5
D22,WEST REGION,TAMAN JURONG,Light Industrial,2 corporation road,Ascendas Building,,29054,2699,2.9
D22,WEST REGION,TOH GUAN,Light Industrial,10 toh guan road,Ascendas Building,Unknown Tenure ,62088,5768,2.5
D03,CENTRAL REGION,ALEXANDRA HILL,Light Industrial,1 jalan kilang timor,Ascendas Building,Unknown Tenure ,5597,520,3.55
D27,NORTH REGION,SEMBAWANG NORTH,Light Industrial,8b admiralty street,Non-Ascendas Building,60-year Leasehold ,1755,163,1.31
D07,CENTRAL REGION,SELEGIE,Office,35 selegie road,Non-Ascendas Building,99-year Leasehold ,452,42,3.76
D27,NORTH REGION,SENOKO SOUTH,Light Industrial,2 senoko south road,Ascendas Building,,17000,1579,1.82
D14,EAST REGION,KAKI BUKIT,Light Industrial,kaki bukit crescent,Non-Ascendas Building,,4000,372,2.5
D04,CENTRAL REGION,DEPOT ROAD,Light Industrial,depot road,Ascendas Building,,43680,4058,3.2
D26,NORTH-EAST REGION,TAGORE,Light Industrial,9 tagore lane,Non-Ascendas Building,Freehold ,4865,452,1.4
D15,CENTRAL REGION,MARINE PARADE,Office,east coast road,Non-Ascendas Building,,4705,437,3.59
D22,WEST REGION,TOH TUCK,Light Industrial,18 boon lay way,Non-Ascendas Building,Unknown Tenure ,1365,127,2.93
D09,CENTRAL REGION,NEWTON CIRCUS,Office,47 scotts road,Non-Ascendas Building,,1550,144,7.26
D22,WEST REGION,TUAS VIEW,Factory / Workshop,1 tuas south street 1,Non-Ascendas Building,,15600,1449,0.77
D25,NORTH REGION,WOODLANDS EAST,Light Industrial,11 woodlands close,Non-Ascendas Building,60-year Leasehold ,2863,266,2.31
D22,WEST REGION,TUAS PROMENADE,Factory / Workshop,tuas south avenue 1,Non-Ascendas Building,,40000,3716,1.25
D25,NORTH REGION,GALI BATU,Factory / Workshop,mandai estate,Non-Ascendas Building,Freehold ,2970,276,1.85
D20,NORTH-EAST REGION,SERANGOON NORTH,Light Industrial,7030 ang mo kio avenue 5,Non-Ascendas Building,60-year Leasehold ,1948,181,2.31
D14,EAST REGION,KAKI BUKIT,Factory / Workshop,1 kaki bukit road 1,Non-Ascendas Building,Unknown Tenure ,2250,209,2.4
D08,CENTRAL REGION,LAVENDER,Office,380 jalan besar,Non-Ascendas Building,Freehold ,2195,204,6.5
D27,NORTH REGION,SENOKO WEST,Light Industrial,280 woodlands industrial park e5,Non-Ascendas Building,60-year Leasehold ,1066,99,1.69
D01,CENTRAL REGION,CLARKE QUAY,Office,6 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,635,59,7.09
D27,NORTH REGION,SENOKO WEST,Factory / Workshop,280 woodlands industrial park e5,Non-Ascendas Building,60-year Leasehold ,1906,177,1.68
D25,NORTH REGION,WOODLANDS EAST,Light Industrial,11 woodlands close,Non-Ascendas Building,60-year Leasehold ,1927,179,1.56
D22,WEST REGION,TOH GUAN,Warehouse,2 jurong east street 21,Non-Ascendas Building,,1100,102,2.7
D22,WEST REGION,TOH GUAN,Warehouse,2 jurong east street 21,Non-Ascendas Building,,943,88,2.3
D02,CENTRAL REGION,TANJONG PAGAR,Office,70 shenton way,Non-Ascendas Building,99-year Leasehold ,506,47,6.92
D14,EAST REGION,KAKI BUKIT,Factory / Workshop,61 kaki bukit avenue 1,Non-Ascendas Building,Unknown Tenure ,1960,182,1.53
D05,WEST REGION,PANDAN,Office,237 pandan loop,Non-Ascendas Building,999-year Leasehold ,900,84,2.22
D25,NORTH REGION,RESERVOIR VIEW,Factory / Workshop,7 sungei kadut street 6,Non-Ascendas Building,Unknown Tenure ,5000,465,1.76
D25,NORTH REGION,RESERVOIR VIEW,Factory / Workshop,7 sungei kadut street 6,Non-Ascendas Building,Unknown Tenure ,10000,929,1.3
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,33 ubi avenue 3,Non-Ascendas Building,60-year Leasehold ,1582,147,2.09
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,33 ubi avenue 3,Non-Ascendas Building,60-year Leasehold ,1464,136,2.39
D14,EAST REGION,KAKI BUKIT,Factory / Workshop,1 kaki bukit road 1,Non-Ascendas Building,Unknown Tenure ,2164,201,2.08
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,10 ubi crescent,Non-Ascendas Building,Unknown Tenure ,1066,99,2.3
D05,CENTRAL REGION,KENT RIDGE,Business / Science Park,73 science park drive,Ascendas Building,Unknown Tenure ,4304,400,4.04
D22,WEST REGION,TOH TUCK,Light Industrial,18 boon lay way,Non-Ascendas Building,Unknown Tenure ,1453,135,2.03
D07,CENTRAL REGION,CRAWFORD,Office,100 jalan sultan,Non-Ascendas Building,99-year Leasehold ,441,41,3.85
D07,CENTRAL REGION,BUGIS,Office,8 liang seah street,Non-Ascendas Building,999-year Leasehold ,600,56,5
D06,CENTRAL REGION,CITY HALL,Office,77 high street,Non-Ascendas Building,999-year Leasehold ,506,47,5.14
D16,EAST REGION,XILIN,Business / Science Park,22 changi business park central 2,Non-Ascendas Building,,5003,465,3.8
D16,EAST REGION,XILIN,Business / Science Park,22 changi business park central 2,Non-Ascendas Building,,1538,143,3.8
D16,EAST REGION,SIMEI,Factory / Workshop,3 changi south lane,Non-Ascendas Building,,2800,260,1.8
D16,EAST REGION,SIMEI,Factory / Workshop,3 changi south lane,Non-Ascendas Building,,6090,566,1.8
D20,CENTRAL REGION,MARYMOUNT,Light Industrial,51 jalan pemimpin,Non-Ascendas Building,999-year Leasehold ,1345,125,1.49
D16,EAST REGION,XILIN,Business / Science Park,changi business park central 2,Ascendas Building,,2300,214,3.8
D23,WEST REGION,BUKIT BATOK SOUTH,Office,50 bukit batok street 23,Non-Ascendas Building,60-year Leasehold ,1560,145,2.12
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,51 tannery lane,Non-Ascendas Building,Unknown Tenure ,1270,118,1.81
D06,CENTRAL REGION,CITY HALL,Office,111 north bridge road,Non-Ascendas Building,999-year Leasehold ,576,54,5.52
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,66 tannery lane,Non-Ascendas Building,Unknown Tenure ,763,71,2.33
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,66 tannery lane,Non-Ascendas Building,Unknown Tenure ,1622,151,1.54
D25,NORTH REGION,GALI BATU,Factory / Workshop,25 mandai estate,Non-Ascendas Building,Freehold ,1650,153,1.27
D14,CENTRAL REGION,GEYLANG EAST,Light Industrial,113 eunos avenue 3,Non-Ascendas Building,,100,9,4
D14,CENTRAL REGION,GEYLANG EAST,Light Industrial,113 eunos avenue 3,Non-Ascendas Building,,150,14,4.33
D14,CENTRAL REGION,GEYLANG EAST,Light Industrial,113 eunos avenue 3,Non-Ascendas Building,,180,17,4.17
D14,CENTRAL REGION,GEYLANG EAST,Light Industrial,113 eunos avenue 3,Non-Ascendas Building,,380,35,3.42
D01,CENTRAL REGION,RAFFLES PLACE,Office,30 raffles place,Non-Ascendas Building,,100,9,23
D01,CENTRAL REGION,MARINA CENTRE,Office,7 temasek boulevard,Non-Ascendas Building,,907,84,8.76
D22,WEST REGION,TUAS VIEW,Factory / Workshop,1 tuas south avenue 6,Non-Ascendas Building,60-year Leasehold ,3067,285,0.81
D03,CENTRAL REGION,ALEXANDRA HILL,Light Industrial,8 jalan kilang barat,Non-Ascendas Building,99-year Leasehold ,1066,99,2.63
D07,CENTRAL REGION,CRAWFORD,Office,5001 beach road,Non-Ascendas Building,99-year Leasehold ,1033,96,1.74
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,35 kallang pudding road,Non-Ascendas Building,Freehold ,320,30,3.12
D14,EAST REGION,KAKI BUKIT,Office,kaki bukit place,Non-Ascendas Building,,3595,334,1.72
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,10 bukit batok crescent,Non-Ascendas Building,60-year Leasehold ,1625,151,2.03
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,109 ubi avenue 4,Non-Ascendas Building,60-year Leasehold ,6000,557,2.5
D25,NORTH REGION,PANG SUA,Factory / Workshop,1 sungei kadut street 3,Non-Ascendas Building,30-year Leasehold ,10000,929,1
D23,WEST REGION,BUKIT BATOK SOUTH,Office,21 bukit batok crescent,Non-Ascendas Building,60-year Leasehold ,900,84,2.78
D22,WEST REGION,TUAS VIEW,Factory / Workshop,11 tuas bay close,Non-Ascendas Building,30-year Leasehold ,2200,204,1.18
D22,WEST REGION,KIAN TECK,Factory / Workshop,1 soon lee street,Non-Ascendas Building,Unknown Tenure ,1496,139,1.74
D26,NORTH-EAST REGION,TAGORE,Light Industrial,421 tagore industrial avenue,Non-Ascendas Building,Freehold ,6750,627,1.48
D16,EAST REGION,XILIN,Business / Science Park,20 changi business park central 2,Non-Ascendas Building,Unknown Tenure ,24000,2230,2.5
D16,EAST REGION,XILIN,Business / Science Park,20 changi business park central 2,Non-Ascendas Building,Unknown Tenure ,6000,557,2.7
D16,EAST REGION,XILIN,Business / Science Park,20 changi business park central 2,Non-Ascendas Building,Unknown Tenure ,6500,604,2.77
D13,CENTRAL REGION,JOO SENG,Light Industrial,42 mactaggart road,Non-Ascendas Building,,1070,99,2.8
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,83 genting lane,Non-Ascendas Building,,1356,126,2.43
D13,CENTRAL REGION,JOO SENG,Light Industrial,605 macpherson road,Non-Ascendas Building,,300,28,3.33
D13,CENTRAL REGION,JOO SENG,Light Industrial,mactaggart building,Non-Ascendas Building,99-year Leasehold ,2345,218,1.92
D13,CENTRAL REGION,JOO SENG,Office,mactaggart building,Non-Ascendas Building,Freehold ,2400,223,1.79
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,2 soon wing road,Non-Ascendas Building,Unknown Tenure ,1100,102,1.64
D13,CENTRAL REGION,JOO SENG,Light Industrial,8 burn road,Non-Ascendas Building,60-year Leasehold ,1023,95,2.93
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,83 genting lane,Non-Ascendas Building,,1356,126,2.43
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,83 genting lane,Non-Ascendas Building,,1336,124,2.43
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,16 tannery lane,Non-Ascendas Building,,2925,272,2.66
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,16 tannery lane,Non-Ascendas Building,,3020,281,2.65
D13,CENTRAL REGION,JOO SENG,Light Industrial,42 mactaggart road,Non-Ascendas Building,,2347,218,1.7
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 phillip street,Non-Ascendas Building,,1186,110,9
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 phillip street,Non-Ascendas Building,,1711,159,9
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 phillip street,Non-Ascendas Building,,2713,252,9
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 phillip street,Non-Ascendas Building,,1249,116,9
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 phillip street,Non-Ascendas Building,,3434,319,9
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 phillip street,Non-Ascendas Building,,2971,276,9
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 phillip street,Non-Ascendas Building,,1750,163,9
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,21 bukit batok crescent,Non-Ascendas Building,60-year Leasehold ,958,89,1.88
D19,NORTH-EAST REGION,TAI SENG,Office,362 upper paya lebar road,Non-Ascendas Building,,780,72,2.18
D19,NORTH-EAST REGION,DEFU INDUSTRIAL PARK,Light Industrial,117 defu lane 10,Non-Ascendas Building,,23332,2168,1.29
D07,CENTRAL REGION,CRAWFORD,Office,200 jalan sultan,Non-Ascendas Building,Unknown Tenure ,883,82,2.72
D08,CENTRAL REGION,LITTLE INDIA,Office,veerasamy road,Non-Ascendas Building,,5481,509,3.65
D14,CENTRAL REGION,ALJUNIED,Light Industrial,105 sims avenue,Non-Ascendas Building,,250,23,3
D07,CENTRAL REGION,CRAWFORD,Office,100 jalan sultan,Non-Ascendas Building,99-year Leasehold ,171,16,5.85
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,52 ubi avenue 3,Non-Ascendas Building,,2247,209,2
D07,CENTRAL REGION,BENCOOLEN,Office,princep street,Non-Ascendas Building,,600,56,4
D13,CENTRAL REGION,JOO SENG,Light Industrial,8 burn road,Non-Ascendas Building,60-year Leasehold ,410,38,4.59
D12,CENTRAL REGION,BRADDELL,Light Industrial,1004 toa payoh north,Non-Ascendas Building,Unknown Tenure ,820,76,2.41
D20,CENTRAL REGION,UPPER THOMSON,Light Industrial,20 sin ming lane,Non-Ascendas Building,60-year Leasehold ,150,14,5.27
D12,CENTRAL REGION,MOULMEIN,Office,99 irrawady road,Non-Ascendas Building,99-year Leasehold ,538,50,7.43
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,10 10 ubi crescent,Non-Ascendas Building,Unknown Tenure ,1000,93,2.1
D02,CENTRAL REGION,CHINATOWN,Office,tras street,Non-Ascendas Building,,575,53,6.61
D02,CENTRAL REGION,CHINATOWN,Office,craig road,Non-Ascendas Building,,1410,131,7.45
D02,CENTRAL REGION,CHINATOWN,Office,tanjong pagar road,Non-Ascendas Building,,2060,191,7.5
D02,CENTRAL REGION,CHINATOWN,Office,tanjong pagar road,Non-Ascendas Building,,1590,148,6.5
D01,CENTRAL REGION,CECIL,Office,3 shenton way,Non-Ascendas Building,99-year Leasehold ,1357,126,4.57
D02,CENTRAL REGION,ANSON,Office,171 tras st,Non-Ascendas Building,Freehold ,5000,465,3.8
D01,CENTRAL REGION,CECIL,Office,101 cecil street,Non-Ascendas Building,999-year Leasehold ,1227,114,5.8
D01,CENTRAL REGION,CECIL,Office,101 cecil street,Non-Ascendas Building,999-year Leasehold ,463,43,5.8
D09,CENTRAL REGION,BOULEVARD,Office,302 orchard road,Non-Ascendas Building,Freehold ,6850,636,9
D27,NORTH REGION,SEMBAWANG NORTH,Factory / Workshop,8a admiralty street,Non-Ascendas Building,60-year Leasehold ,7598,706,2.32
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,51 bukit batok crescent,Non-Ascendas Building,Unknown Tenure ,2000,186,1.75
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,51 bukit batok crescent,Non-Ascendas Building,Unknown Tenure ,1625,151,1.32
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,10 bukit batok crescent,Non-Ascendas Building,60-year Leasehold ,1410,131,1.99
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,1 bukit batok crescent,Non-Ascendas Building,Unknown Tenure ,2408,224,1.08
D27,NORTH REGION,SEMBAWANG NORTH,Factory / Workshop,8a admiralty street,Non-Ascendas Building,60-year Leasehold ,2680,249,1.94
D23,WEST REGION,HILLVIEW,Light Industrial,63 hillview avenue,Non-Ascendas Building,Freehold ,3261,303,1.6
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,31 bukit batok crescent,Non-Ascendas Building,60-year Leasehold ,8678,806,1.27
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,25 bukit batok crescent,Non-Ascendas Building,60-year Leasehold ,893,83,2.58
D27,NORTH REGION,SEMBAWANG NORTH,Factory / Workshop,8a admiralty street,Non-Ascendas Building,60-year Leasehold ,3799,353,2.29
D27,NORTH REGION,SEMBAWANG NORTH,Factory / Workshop,8a admiralty street,Non-Ascendas Building,60-year Leasehold ,2766,257,3.07
D23,WEST REGION,HILLVIEW,Light Industrial,63 hillview avenue,Non-Ascendas Building,Freehold ,2325,216,1.63
D05,WEST REGION,PANDAN,Factory / Workshop,194 pandan loop,Non-Ascendas Building,Unknown Tenure ,1593,148,1.19
D27,NORTH REGION,SEMBAWANG NORTH,Factory / Workshop,8a admiralty street,Non-Ascendas Building,60-year Leasehold ,5656,525,3.09
D27,NORTH REGION,SEMBAWANG NORTH,Factory / Workshop,8a admiralty street,Non-Ascendas Building,60-year Leasehold ,5565,517,2.3
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,1 bukit batok crescent,Non-Ascendas Building,Unknown Tenure ,2734,254,1.13
D27,NORTH REGION,SEMBAWANG NORTH,Factory / Workshop,8a admiralty street,Non-Ascendas Building,60-year Leasehold ,2745,255,2.37
D27,NORTH REGION,SEMBAWANG NORTH,Factory / Workshop,8a admiralty street,Non-Ascendas Building,60-year Leasehold ,3821,355,2.3
D05,CENTRAL REGION,PASIR PANJANG 2,Light Industrial,100 pasir panjang road,Non-Ascendas Building,Freehold ,1937,180,2.48
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,31 bukit batok crescent,Non-Ascendas Building,60-year Leasehold ,6000,557,1.17
D16,EAST REGION,XILIN,Business / Science Park,7 changi business park vista,Ascendas Building,,9000,836,3
D16,EAST REGION,XILIN,Business / Science Park,7 changi business park vista,Ascendas Building,,18000,1672,3
